font-size,font-weight,color,backgroundColor,name,sector
44px,300,"rgb(196,38,46)","rgba(0,0,0,0)",EchoStar,Technology
44px,300,"rgb(196,38,46)","rgba(0,0,0,0)",EchoStar,Technology
44px,300,"rgb(196,38,46)","rgba(0,0,0,0)",EchoStar,Technology
54px,700,"rgb(255,255,255)","rgba(0,0,0,0)",EchoStar,Technology
17px,300,"rgb(34,34,34)","rgba(0,0,0,0)",EchoStar,Technology
37.648px,300,"rgb(17,17,17)","rgba(0,0,0,0)",Diebold Nixdorf,Technology
48px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Diebold Nixdorf,Technology
48px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Diebold Nixdorf,Technology
48px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Diebold Nixdorf,Technology
48px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Diebold Nixdorf,Technology
44px,700,"rgb(0,0,0)","rgba(0,0,0,0)",DXC Technology,Technology
44px,700,"rgb(0,0,0)","rgba(0,0,0,0)",DXC Technology,Technology
44px,700,"rgb(0,0,0)","rgba(0,0,0,0)",DXC Technology,Technology
44px,700,"rgb(0,0,0)","rgba(0,0,0,0)",DXC Technology,Technology
44px,700,"rgb(0,0,0)","rgba(0,0,0,0)",DXC Technology,Technology
52px,700,"rgb(255,255,255)","rgba(0,0,0,0)",DXC Technology,Technology
52px,700,"rgb(255,255,255)","rgba(0,0,0,0)",DXC Technology,Technology
52px,700,"rgb(255,255,255)","rgba(0,0,0,0)",DXC Technology,Technology
52px,700,"rgb(255,255,255)","rgba(0,0,0,0)",DXC Technology,Technology
52px,700,"rgb(255,255,255)","rgba(0,0,0,0)",DXC Technology,Technology
20px,700,"rgb(27,29,28)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
20px,700,"rgb(27,29,28)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
46px,100,"rgb(25,81,158)","rgba(0,0,0,0)",Benchmark Electronics,Technology
56px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nvidia,Technology
42px,400,"rgb(34,34,34)","rgba(0,0,0,0)",salesforce.com,Technology
44px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Presidio,Technology
30px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
46px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
30px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
43px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
30px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
46px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
32px,500,"rgb(255,255,255)","rgba(0,0,0,0)",PRA Health Sciences,Technology
32px,500,"rgb(255,255,255)","rgba(0,0,0,0)",PRA Health Sciences,Technology
32px,500,"rgb(255,255,255)","rgba(0,0,0,0)",PRA Health Sciences,Technology
32px,500,"rgb(255,255,255)","rgba(0,0,0,0)",PRA Health Sciences,Technology
30px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
46px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
30px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
46px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
30px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
46px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
30px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
38px,300,"rgb(229,0,0)","rgba(0,0,0,0)",Sabre,Technology
46px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Plexus,Technology
44px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Presidio,Technology
50px,400,"rgb(1,152,217)","rgba(0,0,0,0)",Qorvo,Technology
25px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Qorvo,Technology
24px,400,"rgb(78,104,131)","rgba(0,0,0,0)",Roper Technologies,Technology
46px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
42.0187px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Oracle,Technology
31.8596px,500,"rgb(255,255,255)","rgba(0,0,0,0)",PRA Health Sciences,Technology
42.0187px,400,"rgb(37,37,37)","rgba(0,0,0,0)",Oracle,Technology
46px,900,"rgb(255,255,255)","rgba(0,0,0,0)",Sanmina,Technology
30px,900,"rgb(173,23,35)","rgba(0,0,0,0)",Sanmina,Technology
42.0187px,400,"rgb(37,37,37)","rgba(0,0,0,0)",Oracle,Technology
56px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nvidia,Technology
56px,400,"rgb(118,185,0)","rgba(0,0,0,0)",Nvidia,Technology
56px,400,"rgb(118,185,0)","rgba(0,0,0,0)",Nvidia,Technology
32px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Red Hat,Technology
24px,600,"rgb(131,131,131)","rgba(0,0,0,0)",Ametek,Technology
42.0187px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Oracle,Technology
56px,400,"rgb(118,185,0)","rgba(0,0,0,0)",Nvidia,Technology
42.0187px,400,"rgb(37,37,37)","rgba(0,0,0,0)",Oracle,Technology
66.8px,200,"rgb(255,255,255)","rgba(0,0,0,0)",CenturyLink,Telecommunications
54px,400,"rgb(88,89,91)","rgba(0,0,0,0)",Frontier Communications,Telecommunications
36px,400,"rgb(209,210,212)","rgba(0,0,0,0)",Frontier Communications,Telecommunications
36px,400,"rgb(209,210,212)","rgba(0,0,0,0)",Frontier Communications,Telecommunications
33px,400,"rgb(0,0,0)","rgba(0,0,0,0)",DISH Network,Telecommunications
42px,300,"rgb(0,48,87)","rgba(0,0,0,0)",Charter Communications,Telecommunications
38px,400,"rgb(29,35,41)","rgba(0,0,0,0)",AT&T,Telecommunications
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Zayo Group Holdings,Telecommunications
48px,900,"rgb(51,52,53)","rgba(0,0,0,0)",Windstream Holdings,Telecommunications
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Zayo Group Holdings,Telecommunications
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Zayo Group Holdings,Telecommunications
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Zayo Group Holdings,Telecommunications
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Zayo Group Holdings,Telecommunications
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Zayo Group Holdings,Telecommunications
66.8px,200,"rgb(255,255,255)","rgba(0,0,0,0)",CenturyLink,Telecommunications
40px,400,"rgb(0,0,0)","rgba(0,0,0,0)",CenturyLink,Telecommunications
65.8px,200,"rgb(255,255,255)","rgba(0,0,0,0)",CenturyLink,Telecommunications
65.8px,200,"rgb(255,255,255)","rgba(0,0,0,0)",CenturyLink,Telecommunications
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Zayo Group Holdings,Telecommunications
42px,300,"rgb(0,135,150)","rgba(0,0,0,0)",Zayo Group Holdings,Telecommunications
42px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Zayo Group Holdings,Telecommunications
42px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Zayo Group Holdings,Telecommunications
36px,500,"rgb(0,51,161)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
36px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
36px,500,"rgb(0,51,161)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
28px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Ryder System,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
36px,500,"rgb(0,51,161)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
48px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
62px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Ryder System,Transportation
36px,500,"rgb(0,51,161)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
42px,300,"rgb(0,0,0)","rgba(0,0,0,0)",Expeditors Intl. of Washington,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
55px,300,"rgb(255,255,255)","rgba(0,0,0,0)",FedEx,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
36px,500,"rgb(0,51,161)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
42px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Expeditors Intl. of Washington,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
36px,500,"rgb(0,51,161)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
70px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Schneider National,Transportation
22px,700,"rgb(1,39,60)","rgba(0,0,0,0)",Brunswick,Transportation
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",XPO Logistics,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
24px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Ryder System,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
28px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Ryder System,Transportation
13px,700,"rgb(48,76,178)","rgba(0,0,0,0)",Southwest Airlines,Transportation
48px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
27px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
27px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
27px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
27px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
27px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
28px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Ryder System,Transportation
36px,500,"rgb(0,51,161)","rgba(0,0,0,0)",Echo Global Logistics,Transportation
16px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
52px,500,"rgb(33,37,41)","rgb(255,255,255)",Delta Air Lines,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
81px,700,"rgb(255,255,255)","rgba(0,0,0,0)",J.B. Hunt Transport Services,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
14px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Norfolk Southern,Transportation
50px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Norfolk Southern,Transportation
12px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Norfolk Southern,Transportation
20px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Harley-Davidson,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Hawaiian Holdings,Transportation
72px,700,"rgb(31,94,159)","rgba(0,0,0,0)",Matson,Transportation
32px,700,"rgb(102,102,102)","rgba(0,0,0,0)",Landstar System,Transportation
38.0001px,400,"rgb(0,120,210)","rgba(0,0,0,0)",American Airlines Group,Transportation
38.0001px,400,"rgb(0,120,210)","rgba(0,0,0,0)",American Airlines Group,Transportation
14px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Norfolk Southern,Transportation
32px,400,"rgb(99,102,106)","rgba(0,0,0,0)",Union Pacific,Transportation
108px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Hub Group,Transportation
18px,500,"rgb(112,112,112)","rgba(0,0,0,0)",Polaris Industries,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
28px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Kansas City Southern,Transportation
16.8px,400,"rgb(53,28,21)","rgba(0,0,0,0)",UPS,Transportation
81px,700,"rgb(255,255,255)","rgba(0,0,0,0)",J.B. Hunt Transport Services,Transportation
81px,700,"rgb(255,255,255)","rgba(0,0,0,0)",J.B. Hunt Transport Services,Transportation
81px,700,"rgb(255,255,255)","rgba(0,0,0,0)",J.B. Hunt Transport Services,Transportation
81px,700,"rgb(255,255,255)","rgba(0,0,0,0)",J.B. Hunt Transport Services,Transportation
72px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Roadrunner Transportation Systems,Transportation
14px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Norfolk Southern,Transportation
40px,400,"rgb(0,32,91)","rgba(0,0,0,0)",JetBlue Airways,Transportation
20px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Harley-Davidson,Transportation
15px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Norfolk Southern,Transportation
14px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Norfolk Southern,Transportation
15px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Norfolk Southern,Transportation
15px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Norfolk Southern,Transportation
14px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Norfolk Southern,Transportation
63px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Greenbrier Cos.,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
30px,300,"rgb(0,48,87)","rgba(0,0,0,0)",United Continental Holdings,Transportation
28px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Ryder System,Transportation
20px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Harley-Davidson,Transportation
15px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Norfolk Southern,Transportation
52px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Harley-Davidson,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
14px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Norfolk Southern,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Genesee & Wyoming,Transportation
96px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Sysco,Wholesalers
24px,700,"rgb(132,137,140)","rgba(0,0,0,0)",LKQ,Wholesalers
20px,600,"rgb(34,34,34)","rgba(0,0,0,0)",ScanSource,Wholesalers
24px,700,"rgb(132,137,140)","rgba(0,0,0,0)",LKQ,Wholesalers
24px,700,"rgb(132,137,140)","rgba(0,0,0,0)",LKQ,Wholesalers
24px,700,"rgb(132,137,140)","rgba(0,0,0,0)",LKQ,Wholesalers
26px,600,"rgb(34,34,34)","rgba(0,0,0,0)",ScanSource,Wholesalers
40px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Pool,Wholesalers
24px,700,"rgb(132,137,140)","rgba(0,0,0,0)",LKQ,Wholesalers
96px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Sysco,Wholesalers
96px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Sysco,Wholesalers
24px,700,"rgb(132,137,140)","rgba(0,0,0,0)",LKQ,Wholesalers
20px,600,"rgb(34,34,34)","rgba(0,0,0,0)",ScanSource,Wholesalers
48px,100,"rgb(61,155,53)","rgba(0,0,0,0)",Boise Cascade,Wholesalers
24px,700,"rgb(132,137,140)","rgba(0,0,0,0)",LKQ,Wholesalers
34px,300,"rgb(0,84,143)","rgba(0,0,0,0)",Tech Data,Wholesalers
34px,300,"rgb(0,84,143)","rgba(0,0,0,0)",Tech Data,Wholesalers
34px,300,"rgb(0,84,143)","rgba(0,0,0,0)",Tech Data,Wholesalers
20px,400,"rgb(0,0,0)","rgba(0,0,0,0)",NOW,Wholesalers
16px,700,"rgb(0,0,0)","rgba(0,0,0,0)",NOW,Wholesalers
54px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Owens & Minor,Wholesalers
54px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Owens & Minor,Wholesalers
54px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Owens & Minor,Wholesalers
24px,700,"rgb(132,137,140)","rgba(0,0,0,0)",LKQ,Wholesalers
30px,400,"rgb(0,106,82)","rgba(0,0,0,0)",SpartanNash,Wholesalers
54px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Owens & Minor,Wholesalers
40px,500,"rgb(0,0,0)","rgba(0,0,0,0)",SiteOne Landscape Supply,Wholesalers
54px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Owens & Minor,Wholesalers
32px,400,"rgb(153,153,153)","rgba(0,0,0,0)",Anixter International,Wholesalers
32px,400,"rgb(102,102,102)","rgba(0,0,0,0)",Anixter International,Wholesalers
54px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Owens & Minor,Wholesalers
24px,700,"rgb(132,137,140)","rgba(0,0,0,0)",LKQ,Wholesalers
24px,700,"rgb(132,137,140)","rgba(0,0,0,0)",LKQ,Wholesalers
54px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Owens & Minor,Wholesalers
54px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Owens & Minor,Wholesalers
57px,700,"rgb(255,255,255)","rgba(0,0,0,0)",US Foods Holding,Wholesalers
96px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Sysco,Wholesalers
16px,900,"rgb(3,25,51)","rgba(0,0,0,0)",Henry Schein,Wholesalers
30px,200,"rgb(17,50,86)","rgba(0,0,0,0)",Foundation Building Materials,Wholesalers
30px,200,"rgb(255,255,255)","rgba(0,0,0,0)",Foundation Building Materials,Wholesalers
30px,200,"rgb(255,255,255)","rgba(0,0,0,0)",Foundation Building Materials,Wholesalers
30px,200,"rgb(255,255,255)","rgba(0,0,0,0)",Foundation Building Materials,Wholesalers
30px,200,"rgb(255,255,255)","rgba(0,0,0,0)",Foundation Building Materials,Wholesalers
30px,200,"rgb(255,255,255)","rgba(0,0,0,0)",Foundation Building Materials,Wholesalers
30px,200,"rgb(255,255,255)","rgba(0,0,0,0)",Foundation Building Materials,Wholesalers
27px,200,"rgb(153,153,153)","rgba(0,0,0,0)",Foundation Building Materials,Wholesalers
18px,200,"rgb(89,90,92)","rgb(255,255,255)",Foundation Building Materials,Wholesalers
18px,200,"rgb(89,90,92)","rgb(255,255,255)",Foundation Building Materials,Wholesalers
16px,900,"rgb(3,25,51)","rgba(0,0,0,0)",Henry Schein,Wholesalers
18px,200,"rgb(89,90,92)","rgb(255,255,255)",Foundation Building Materials,Wholesalers
18px,200,"rgb(89,90,92)","rgb(255,255,255)",Foundation Building Materials,Wholesalers
18px,200,"rgb(89,90,92)","rgb(255,255,255)",Foundation Building Materials,Wholesalers
44px,400,"rgb(34,34,34)","rgba(0,0,0,0)",HD Supply Holdings,Wholesalers
36px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Avnet,Wholesalers
36px,600,"rgb(65,195,99)","rgba(0,0,0,0)",Avnet,Wholesalers
54px,600,"rgb(0,0,0)","rgba(0,0,0,0)",Avnet,Wholesalers
36px,600,"rgb(65,195,99)","rgba(0,0,0,0)",Avnet,Wholesalers
32px,700,"rgb(92,113,142)","rgba(0,0,0,0)",Global Partners,Wholesalers
48px,400,"rgb(47,63,144)","rgba(0,0,0,0)",GMS,Wholesalers
24px,400,"rgb(102,51,0)","rgba(0,0,0,0)",Univar,Wholesalers
34px,300,"rgb(0,84,143)","rgba(0,0,0,0)",Tech Data,Wholesalers
18px,200,"rgb(89,90,92)","rgb(255,255,255)",Foundation Building Materials,Wholesalers
48px,500,"rgb(0,75,140)","rgba(0,0,0,0)",Sprague Resources,Wholesalers
66px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Essendant,Wholesalers
66px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Essendant,Wholesalers
96px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Sysco,Wholesalers
96px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Sysco,Wholesalers
57px,700,"rgb(255,255,255)","rgba(0,0,0,0)",US Foods Holding,Wholesalers
57px,700,"rgb(255,255,255)","rgba(0,0,0,0)",US Foods Holding,Wholesalers
57px,700,"rgb(255,255,255)","rgba(0,0,0,0)",US Foods Holding,Wholesalers
57px,700,"rgb(255,255,255)","rgba(0,0,0,0)",US Foods Holding,Wholesalers
57px,700,"rgb(255,255,255)","rgba(0,0,0,0)",US Foods Holding,Wholesalers
96px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Sysco,Wholesalers
96px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Sysco,Wholesalers
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Watsco,Wholesalers
30px,500,"rgb(71,72,72)","rgba(0,0,0,0)",Synnex,Wholesalers
66px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Essendant,Wholesalers
36px,500,"rgb(9,112,155)","rgba(0,0,0,0)",Synnex,Wholesalers
16px,300,"rgb(0,114,188)","rgba(0,0,0,0)",Henry Schein,Wholesalers
16px,300,"rgb(0,114,188)","rgba(0,0,0,0)",Henry Schein,Wholesalers
16px,300,"rgb(0,114,188)","rgba(0,0,0,0)",Henry Schein,Wholesalers
16px,300,"rgb(0,114,188)","rgba(0,0,0,0)",Henry Schein,Wholesalers
18px,400,"rgb(3,25,51)","rgba(0,0,0,0)",Henry Schein,Wholesalers
16px,400,"rgb(3,25,51)","rgba(0,0,0,0)",Henry Schein,Wholesalers
16px,400,"rgb(3,25,51)","rgba(0,0,0,0)",Henry Schein,Wholesalers
16px,900,"rgb(3,25,51)","rgba(0,0,0,0)",Henry Schein,Wholesalers
16px,900,"rgb(3,25,51)","rgba(0,0,0,0)",Henry Schein,Wholesalers
44px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Essendant,Wholesalers
13px,700,"rgb(0,0,0)","rgba(0,0,0,0)",WESCO International,Wholesalers
16px,300,"rgb(0,114,188)","rgba(0,0,0,0)",Henry Schein,Wholesalers
34px,300,"rgb(0,84,143)","rgba(0,0,0,0)",Tech Data,Wholesalers
